Iid1,Iid2,f
3IIH6,PHG83,0.493613002759028
3IIH6,PHG84,0.302687968445516
3IIH6,PHG86,0.271717767781876
3IIH6,PHHV4,0.270838850887604
3IIH6,PHJ40,0.265865630909487
3IIH6,PHJ65,0.278654174790041
3IIH6,PHJ89,0.387280895289946
3IIH6,PHK05,0.237350455126983
3IIH6,PHK29,0.253688808843731
3IIH6,PHK56,0.558776146750774
3IIH6,PHK76,0.324053865854039
3IIH6,PHM49,0.427349350471904
3IIH6,PHM57,0.258892895096103
3IIH6,PHN37,0.340446735837429
3IIH6,PHN47,0.488628618986754
3IIH6,PHN66,0.267042752947119
3IIH6,PHN82,0.579516792288107
3IIH6,PHP38,0.27728266029241
3IIH6,PHP60,0.234410123031297
3IIH6,PHR03,0.432386717693975
3IIH6,PHR25,0.55608870233464
3IIH6,PHR47,0.282021271336777
3IIH6,PHR55,0.308453550611808
3IIH6,PHR63,0.431706964294766
3IIH6,PHRE1,0.269717632924422
3IIH6,PHT77,0.311294625685118
3IIH6,PHV63,0.260289682529555
3IIH6,PHW03,0.287872656539367
3IIH6,PHW30,0.512867886169917
3IIH6,PHW52,0.280727690401364
3IIH6,PHW53,0.485091618440718
3IIH6,PHZ51,0.274838805861584
3IIH6,Q381,0.666211948435113
3IIH6,T8,0.265058539131142
3IIH6,Tr,0.305909907141841
3IIH6,Va17,0.310879450546549
3IIH6,W117,0.244009603428446
3IIH6,W153R,0.286226917114283
3IIH6,WD456,0.276542944942889
3IIH6,Wf9,0.309950789371579
A171,3811,0.250639312993467
A171,3IIH6,0.268800954250373
A171,A171,0.977410767837518
A171,A3G313,0.213078810516023
A171,A509,0.291232436548124
A171,A556,0.253070221207569
A171,A619,0.360692210217562
A171,A632,0.251026211369654
A171,AH83,0.24843176861881
A171,B100,0.241440043277619
A171,B14,0.235363359672388
A171,B164,0.242191960781097
A171,B2,0.256323227495956
A171,B37,0.257887445217154
A171,B64,0.213518029103947
A171,B70,0.235433757994472
A171,B73,0.233824976856462
A171,B841,0.233614343384224
A171,B85,0.249056274050034
A171,B93,0.242375719561946
A171,B96,0.170634662282623
A171,BSSS,0.233531143854454
A171,C103,0.236918261632643
A171,C49,0.243944575670598
A171,CG102,0.254846324233126
A171,CG110,0.247770897773527
A171,CG120,0.259438167589043
A171,CG123,0.256209053084821
A171,CG124,0.285299028528449
A171,CG65,0.250266481444832
A171,CGR01,0.260671373417244
A171,CI18722,0.245249767788707
A171,CI540,0.229458210348395
A171,CM105,0.251595818756343
A171,CM37,0.252065092250262
A171,CM7,0.250628009895546
A171,CMV3,0.253126363477193
A171,CO255,0.223505777618392
A171,EP1,0.205966276956795
A171,F115,0.250604674850998
A171,F72,0.211280394165335
A171,FE,0.266272611848818
A171,H93,0.257892995497508
A171,H99,0.246411617284297
A171,I159,0.251798402562943
A171,I205,0.274060425397296
A171,Ill.Hy,0.252489912629326
A171,L317,0.225945291762311
A171,LH1,0.261412330614658
A171,LH123HT,0.240649287123969
A171,LH132,0.249655744265172
A171,LH145,0.251952445426139
A171,LH162,0.236270569018545
A171,LH185,0.239526584363328
A171,LH195,0.254409005976757
A171,LH198,0.231658086359867
A171,LH210,0.228814251360442
A171,LH38,0.315683248620987
A171,LH51,0.223939657971965
A171,LH59,0.233921347961264
A171,LH82,0.258101605974809
A171,M14,0.26120919054388
A171,MinnesotaNo13,0.236200769750192
A171,Mo17,0.228632004477103
A171,Mt42,0.26307949048955
A171,ND246,0.251469865807819
A171,Oh40B,0.229075259546114
A171,Oh43,0.257972230812991
A171,OS420,0.24768839333626
A171,Os426,0.255117232970288
A171,PH207,0.268260538371603
A171,PHB09,0.264100108313859
A171,PHB47,0.258073429530155
A171,PHG29,0.265714995045521
A171,PHG35,0.262368155548215
A171,PHG39,0.246788850451531
A171,PHG47,0.273400016679177
A171,PHG50,0.214202500289001
A171,PHG83,0.254730296083504
A171,PHG84,0.253189010234184
A171,PHG86,0.223538611943518
A171,PHHV4,0.242945926002365
A171,PHJ40,0.248612859708801
A171,PHJ65,0.237702437704051
A171,PHJ89,0.272192400904922
A171,PHK05,0.242607939887807
A171,PHK29,0.258766868454461
A171,PHK56,0.280123741546434
A171,PHK76,0.242533091452299
A171,PHM49,0.257380664303575
A171,PHM57,0.245157042829189
A171,PHN37,0.238465135322035
A171,PHN47,0.259141025528334
A171,PHN66,0.267537052148335
A171,PHN82,0.261938410567137
A171,PHP38,0.256990912815139
A171,PHP60,0.204418176633575
A171,PHR03,0.275389759856171
A171,PHR25,0.287803405452721
A171,PHR47,0.239656514838445
A171,PHR55,0.249585796659705
A171,PHR63,0.255504944823405
A171,PHRE1,0.232660087400912
A171,PHT77,0.263715242916839
A171,PHV63,0.238116080976652
A171,PHW03,0.273095974090025
A171,PHW30,0.250966433889855
A171,PHW52,0.248833517822231
A171,PHW53,0.28557905904725
A171,PHZ51,0.259404778426057
A171,Q381,0.271148613013561
A171,T8,0.252757663022099
A171,Tr,0.26078349915971
A171,Va17,0.264667458313952
A171,W117,0.231741060531329
A171,W153R,0.247098264555797
A171,WD456,0.247182506724321
A171,Wf9,0.254060592999218
A3G313,3811,0.208868439345641
A3G313,3IIH6,0.2283008551821
A3G313,A171,0.213078810516023
A3G313,A3G313,0.947977172321632
A3G313,A509,0.205119770771082
A3G313,A556,0.204510004914256
A3G313,A619,0.209656918619677
A3G313,A632,0.215455658409933
A3G313,AH83,0.203902688997011
A3G313,B100,0.204886756461309
A3G313,B14,0.210860025326014
A3G313,B164,0.208112731163281
A3G313,B2,0.228072937583428
A3G313,B37,0.204807748881332
A3G313,B64,0.243066885885593
A3G313,B70,0.209262111307933
A3G313,B73,0.208683203849803
A3G313,B841,0.21656966348094
A3G313,B85,0.20024091554321
A3G313,B93,0.197865381288552
A3G313,B96,0.304572998456796
A3G313,BSSS,0.20866970231978
A3G313,C103,0.206837930562309
A3G313,C49,0.201802067155277
A3G313,CG102,0.206601745546721
A3G313,CG110,0.199963844635099
A3G313,CG120,0.217266111461641
A3G313,CG123,0.204940196332995
A3G313,CG124,0.20052887211339
A3G313,CG65,0.211571483406172
A3G313,CGR01,0.202818636612513
A3G313,CI18722,0.21393895135481
A3G313,CI540,0.215176944858458
A3G313,CM105,0.213131597609318
A3G313,CM37,0.207012172471319
A3G313,CM7,0.205825796955314
A3G313,CMV3,0.217650230418696
A3G313,CO255,0.194014263115588
A3G313,EP1,0.197070733662853
A3G313,F115,0.206532563398798
A3G313,F72,0.192358751032231
A3G313,FE,0.217360241344789
A3G313,H93,0.213357202194977
A3G313,H99,0.198495546351208
A3G313,I159,0.21347239785009
A3G313,I205,0.252346705507054
A3G313,Ill.Hy,0.213926723051683
A3G313,L317,0.201497340884169
A3G313,LH1,0.210077981600622
A3G313,LH123HT,0.216049662022063
A3G313,LH132,0.199378803056948
A3G313,LH145,0.217882656609846
A3G313,LH162,0.211065853531546
A3G313,LH185,0.204359108984902
A3G313,LH195,0.200793335317678
A3G313,LH198,0.212907470689528
A3G313,LH210,0.210178776194238
A3G313,LH38,0.210375590067449
A3G313,LH51,0.215322212535386
A3G313,LH59,0.201504070729844
A3G313,LH82,0.233065951057493
A3G313,M14,0.201753120186568
A3G313,MinnesotaNo13,0.20745430978214
A3G313,Mo17,0.212594587303461
A3G313,Mt42,0.20996251684677
A3G313,ND246,0.220379557723918
A3G313,Oh40B,0.201641950077433
A3G313,Oh43,0.211738379775395
A3G313,OS420,0.199030966312044
A3G313,Os426,0.213164174721692
A3G313,PH207,0.211158805275691
A3G313,PHB09,0.207978356280014
A3G313,PHB47,0.211014215100005
A3G313,PHG29,0.21854391969269
A3G313,PHG35,0.208534368950544
A3G313,PHG39,0.213321726803604
A3G313,PHG47,0.226009990516048
A3G313,PHG50,0.184051360116882
A3G313,PHG83,0.199051680258803
A3G313,PHG84,0.194848813900429
A3G313,PHG86,0.230527359131878
A3G313,PHHV4,0.210890294655208
A3G313,PHJ40,0.225979873327483
A3G313,PHJ65,0.216077010726603
A3G313,PHJ89,0.205895141228096
A3G313,PHK05,0.198318671458422
A3G313,PHK29,0.198229266492711
A3G313,PHK56,0.22574328181115
A3G313,PHK76,0.226271770815416
A3G313,PHM49,0.20692573519877
A3G313,PHM57,0.207319637749205
A3G313,PHN37,0.220928829613665
A3G313,PHN47,0.220532598836154
A3G313,PHN66,0.210868088779398
A3G313,PHN82,0.210711469034283
A3G313,PHP38,0.210958671408672
A3G313,PHP60,0.23891425351057
A3G313,PHR03,0.215854990479096
A3G313,PHR25,0.206936512460639
A3G313,PHR47,0.205906079188506
A3G313,PHR55,0.198968460760575
A3G313,PHR63,0.207254480196381
A3G313,PHRE1,0.220975145024918
A3G313,PHT77,0.206526374603238
A3G313,PHV63,0.210352319207229
A3G313,PHW03,0.221545928648852
A3G313,PHW30,0.208149302442629
A3G313,PHW52,0.21397772059082
A3G313,PHW53,0.221282653567795
A3G313,PHZ51,0.192837233788652
A3G313,Q381,0.212595157355383
A3G313,T8,0.209626156259754
A3G313,Tr,0.225514480370506
A3G313,Va17,0.214957694045855
A3G313,W117,0.209340148515955
A3G313,W153R,0.214453426305306
A3G313,WD456,0.207986861416663
A3G313,Wf9,0.217382993025109
A509,3811,0.243920572158157
A509,3IIH6,0.292502274987365
A509,A171,0.291232436548124
A509,A3G313,0.205119770771082
A509,A509,0.98780682424285
A509,A556,0.257404204737973
A509,A619,0.256889506330927
A509,A632,0.266445890042026
A509,AH83,0.242176667795157
A509,B100,0.22902450115303
A509,B14,0.263987105861014
A509,B164,0.266534856652547
A509,B2,0.268223192601362
A509,B37,0.25877579483048
A509,B64,0.238096432489743
A509,B70,0.231794358722053
A509,B73,0.261236227835568
A509,B841,0.249432460299559
A509,B85,0.235952017918576
A509,B93,0.229652663664646
A509,B96,0.18991999901778
A509,BSSS,0.242929497191535
A509,C103,0.235736441777624
A509,C49,0.370697968379069
A509,CG102,0.283156804782352
A509,CG110,0.284400575350981
A509,CG120,0.287892356849179
A509,CG123,0.262544702387768
A509,CG124,0.273862728632992
A509,CG65,0.261818658775599
A509,CGR01,0.26395732766079
A509,CI18722,0.255021972016645
A509,CI540,0.245949045109685
A509,CM105,0.318943245295877
A509,CM37,0.233333112856204
A509,CM7,0.233644733950482
A509,CMV3,0.355216545809256
A509,CO255,0.198876534539363
A509,EP1,0.185540888674795
A509,F115,0.263569850674771
A509,F72,0.198145177891135
A509,FE,0.268337905209975
A509,H93,0.262467186736842
A509,H99,0.225671274601905
A509,I159,0.278742907959784
A509,I205,0.281037539057305
A509,Ill.Hy,0.272909341753029
A509,L317,0.220509577106216
A509,LH1,0.251178087655193
A509,LH123HT,0.256042810444867
A509,LH132,0.25089615300132
A509,LH145,0.310075039771367
A509,LH162,0.254761157334837
A509,LH185,0.245536248119337
A509,LH195,0.240193292178963
A509,LH198,0.247956113300907
A509,LH210,0.244006037156994
A509,LH38,0.263278988694
A509,LH51,0.252022918392219
A509,LH59,0.256569458547511
A509,LH82,0.244728770759584
A509,M14,0.261843693991685
A509,MinnesotaNo13,0.24100496101307
A509,Mo17,0.254547823366417
A509,Mt42,0.25400511539397
A509,ND246,0.265092080910197
A509,Oh40B,0.20149988876428
A509,Oh43,0.248024367866428
A509,OS420,0.263054143860612
A509,Os426,0.279038091209882
A509,PH207,0.33644465137007
A509,PHB09,0.261256235754716
A509,PHB47,0.246818421360146
A509,PHG29,0.321022233215482
A509,PHG35,0.260525444404016
A509,PHG39,0.243938193371174
A509,PHG47,0.268456066181052
A509,PHG50,0.199250074968246
A509,PHG83,0.321838419675417
A509,PHG84,0.263718721707429
A509,PHG86,0.247614172005411
A509,PHHV4,0.257813704080169
A509,PHJ40,0.263384216760658
A509,PHJ65,0.244014677793893
A509,PHJ89,0.258773942042871
A509,PHK05,0.405317002460498
A509,PHK29,0.254467119893857
A509,PHK56,0.254998506226243
A509,PHK76,0.253640871708452
A509,PHM49,0.257116933751508
A509,PHM57,0.244841375269595
A509,PHN37,0.251967119389891
A509,PHN47,0.26896446739234
A509,PHN66,0.308602172989624
A509,PHN82,0.324096615944718
A509,PHP38,0.244344209168385
A509,PHP60,0.21894180642587
A509,PHR03,0.249395095511738
A509,PHR25,0.386596987976102
A509,PHR47,0.221356759842292
A509,PHR55,0.275533874116949
A509,PHR63,0.253924391477512
A509,PHRE1,0.259733034671895
A509,PHT77,0.254963965073426
A509,PHV63,0.255455985493269
A509,PHW03,0.267086660732903
A509,PHW30,0.292194786412946
A509,PHW52,0.24861432786588
A509,PHW53,0.277233513639124
A509,PHZ51,0.280587913099417
A509,Q381,0.332174394795129
A509,T8,0.251438880466785
A509,Tr,0.260244179644354
A509,Va17,0.253034660237092
A509,W117,0.248583440940816
A509,W153R,0.258571708159721
A509,WD456,0.287221062468992
A509,Wf9,0.260981635230083
A556,3811,0.256035209594085
A556,3IIH6,0.276290152351231
A556,A171,0.253070221207569
A556,A3G313,0.204510004914256
A556,A509,0.257404204737973
A556,A556,0.979568976333981
A556,A619,0.333396168205874
A556,A632,0.266462579393684
A556,AH83,0.254403095313286
A556,B100,0.264448012095728
A556,B14,0.252855660605322
A556,B164,0.503245300840923
A556,B2,0.300805308975426
A556,B37,0.256115792780461
A556,B64,0.232221727932107
A556,B70,0.219179468631886
A556,B73,0.26453086075117
A556,B841,0.270939509505532
A556,B85,0.225674710127504
A556,B93,0.267591384895342
A556,B96,0.177696701317671
A556,BSSS,0.260152961352511
A556,C103,0.218875093235106
A556,C49,0.259651115025174
A556,CG102,0.26875068698626
A556,CG110,0.26301447271593
A556,CG120,0.267285353067454
A556,CG123,0.282407745145519
A556,CG124,0.318695482378355
A556,CG65,0.267576117583133
A556,CGR01,0.280323336265096
A556,CI18722,0.292826362579944
A556,CI540,0.248015097272234
A556,CM105,0.27044012738096
A556,CM37,0.233479962320243
A556,CM7,0.233807776882815
A556,CMV3,0.243376050384139
A556,CO255,0.215571855816006
A556,EP1,0.181949809741867
A556,F115,0.276894308022329
A556,F72,0.194238003978531
A556,FE,0.300088064796938
A556,H93,0.257976948598836
A556,H99,0.280387299989414
A556,I159,0.275131400343778
A556,I205,0.289174319945743
A556,Ill.Hy,0.259328092417004
A556,L317,0.216408109149583
A556,LH1,0.261422265873228
A556,LH123HT,0.291421770332179
A556,LH132,0.252052035731581
A556,LH145,0.273649222555486
A556,LH162,0.225031871750378
A556,LH185,0.287154027405708
A556,LH195,0.246150459335193
A556,LH198,0.256344995492016
A556,LH210,0.234445027419868
A556,LH38,0.348229198314691
A556,LH51,0.258659636885883
A556,LH59,0.276312362030557
A556,LH82,0.26349107843733
A556,M14,0.243246985208854
A556,MinnesotaNo13,0.258447618933912
A556,Mo17,0.253197862917086
A556,Mt42,0.242362849890976
A556,ND246,0.232609058007331
A556,Oh40B,0.203130511591467
A556,Oh43,0.345468725920774
A556,OS420,0.282380853813747
A556,Os426,0.287276205840293
A556,PH207,0.26269302476328
A556,PHB09,0.255583134172057
A556,PHB47,0.258870236601919
A556,PHG29,0.268412980430109
A556,PHG35,0.287504496658948
A556,PHG39,0.235663563563273
A556,PHG47,0.305823610123935
A556,PHG50,0.196736006210411
A556,PHG83,0.27430913443936
A556,PHG84,0.249038770270566
A556,PHG86,0.254774343648492
A556,PHHV4,0.265855786459854
A556,PHJ40,0.237952523143376
A556,PHJ65,0.238484216134219
A556,PHJ89,0.305546407519091
A556,PHK05,0.2465862771046
A556,PHK29,0.243441273547609
A556,PHK56,0.275499912049404
A556,PHK76,0.28368231420747
A556,PHM49,0.256509538435871
A556,PHM57,0.253893710417739
A556,PHN37,0.277377302699305
A556,PHN47,0.240370417628349
A556,PHN66,0.253463610283378
A556,PHN82,0.266911587755702
A556,PHP38,0.242518440785081
A556,PHP60,0.22205237057409
A556,PHR03,0.251235748953918
A556,PHR25,0.255488739469125
A556,PHR47,0.253797451992091
A556,PHR55,0.244495917148351
A556,PHR63,0.267737169374972
A556,PHRE1,0.242276567136254
A556,PHT77,0.312262455465252
A556,PHV63,0.240161952635526
A556,PHW03,0.312102213822268
A556,PHW30,0.253621984400131
A556,PHW52,0.247777169295555
A556,PHW53,0.2677311526885
A556,PHZ51,0.268133368298039
A556,Q381,0.267133304672828
A556,T8,0.261370712069914
A556,Tr,0.328237404647144
A556,Va17,0.287151384913143
A556,W117,0.262279969609301
A556,W153R,0.322770465503963
A556,WD456,0.282330307466666
A556,Wf9,0.287432835569636
A619,3811,0.257041162963431
A619,3IIH6,0.297899003607053
A619,A171,0.360692210217562
A619,A3G313,0.209656918619677
A619,A509,0.256889506330927
A619,A556,0.333396168205874
A619,A619,0.962752034788689
A619,A632,0.236015573240391
A619,AH83,0.251557570601991
A619,B100,0.423577173792832
A619,B14,0.243360124112827
A619,B164,0.234362023771159
A619,B2,0.252585153139072
A619,B37,0.276871835900417
A619,B64,0.223390029978056
A619,B70,0.29272393913071
A619,B73,0.262598173638458
A619,B841,0.262210137535624
A619,B85,0.304098558362174
A619,B93,0.354703584658028
A619,B96,0.178253878814899
A619,BSSS,0.230644056700272
A619,C103,0.258625220298206
A619,C49,0.24570914596097
A619,CG102,0.265817424200029
A619,CG110,0.266695057883177
A619,CG120,0.277955481308731
A619,CG123,0.291828400872622
A619,CG124,0.525090379426446
A619,CG65,0.359837485585198
A619,CGR01,0.289926699100944
A619,CI18722,0.273453881118308
A619,CI540,0.239477441513557
A619,CM105,0.262692457563994
A619,CM37,0.24066391734729
A619,CM7,0.240426742466729
A619,CMV3,0.260518740707512
A619,CO255,0.21717507003328
A619,EP1,0.183200490347729
A619,F115,0.246858015483633
A619,F72,0.19940800074558
A619,FE,0.276439606272678
A619,H93,0.289953308021671
A619,H99,0.411915992930588
A619,I159,0.247612619695547
A619,I205,0.275441325070033
A619,Ill.Hy,0.255264876893679
A619,L317,0.255428119510588
A619,LH1,0.29227880464948
A619,LH123HT,0.458451869267672
A619,LH132,0.27628846263936
A619,LH145,0.254867029146535
A619,LH162,0.223872406108283
A619,LH185,0.418738972443023
A619,LH195,0.285303278481856
A619,LH198,0.265155396135081
A619,LH210,0.252257382316931
A619,LH38,0.849573041284383
A619,LH51,0.264360772756795
A619,LH59,0.324455891287791
A619,LH82,0.233741680812481
A619,M14,0.313513845902241
A619,MinnesotaNo13,0.251569584006478
A619,Mo17,0.248414333302625
A619,Mt42,0.226205564443125
A619,ND246,0.260091243128801
A619,Oh40B,0.502042247859245
A619,Oh43,0.882836289832114
A619,OS420,0.244065482304605
A619,Os426,0.263056379852432
A619,PH207,0.240546690139329
A619,PHB09,0.352528385381283
A619,PHB47,0.278936578702669
A619,PHG29,0.255157425196627
A619,PHG35,0.240301149901321
A619,PHG39,0.256280460289457
A619,PHG47,0.392281849554011
A619,PHG50,0.213243243157921
A619,PHG83,0.26326093197843
A619,PHG84,0.259733058443868
A619,PHG86,0.24114705180347
A619,PHHV4,0.236787044142885
A619,PHJ40,0.276163517622508
A619,PHJ65,0.271987382848244
A619,PHJ89,0.426790177079788
A619,PHK05,0.233953175305596
A619,PHK29,0.2618289063979
A619,PHK56,0.306924885303176
A619,PHK76,0.353247276957529
A619,PHM49,0.30848051230862
A619,PHM57,0.25893271362702
A619,PHN37,0.401267594650214
A619,PHN47,0.229169569620821
A619,PHN66,0.259089633849878
A619,PHN82,0.2539621256818
A619,PHP38,0.257950534608291
A619,PHP60,0.218562470865307
A619,PHR03,0.314844818725524
A619,PHR25,0.245516966671697
A619,PHR47,0.378927107663195
A619,PHR55,0.258896331097141
A619,PHR63,0.386511301897912
A619,PHRE1,0.280797555755804
A619,PHT77,0.385641431190405
A619,PHV63,0.26210867970395
A619,PHW03,0.270558131932452
A619,PHW30,0.322007708456045
A619,PHW52,0.264310314366016
A619,PHW53,0.271657677462907
A619,PHZ51,0.26484795367829
A619,Q381,0.246909530776351
A619,T8,0.254907482389142
A619,Tr,0.273478492717829
A619,Va17,0.262597230841993
A619,W117,0.241942478199018
A619,W153R,0.369042879436839
A619,WD456,0.252017512645463
A619,Wf9,0.256467900873549
A632,3811,0.264728002677614
A632,3IIH6,0.272828491845112
A632,A171,0.251026211369654
A632,A3G313,0.215455658409933
A632,A509,0.266445890042026
A632,A556,0.266462579393684
A632,A619,0.236015573240391
A632,A632,0.944620074742355
A632,AH83,0.274579255373323
A632,B100,0.232651509522024
A632,B14,0.842028879052904
A632,B164,0.302112305861757
A632,B2,0.270364339477062
A632,B37,0.340448528244225
A632,B64,0.638651085213217
A632,B70,0.241156766458127
A632,B73,0.440548569456459
A632,B841,0.469344948666934
A632,B85,0.248749749666857
A632,B93,0.232372676635243
A632,B96,0.219756781941479
A632,BSSS,0.887040176959027
A632,C103,0.237473712333722
A632,C49,0.264903493566108
A632,CG102,0.446286130171363
A632,CG110,0.290046546931256
A632,CG120,0.383274369742512
A632,CG123,0.270116713010668
A632,CG124,0.260616441616507
A632,CG65,0.457024713138177
A632,CGR01,0.261571312343051
A632,CI18722,0.280559249329308
A632,CI540,0.359555017488242
A632,CM105,0.650966217374721
A632,CM37,0.231405928955339
A632,CM7,0.232633139016405
A632,CMV3,0.260018310714351
A632,CO255,0.213304697512725
A632,EP1,0.182671473130213
A632,F115,0.288907868929037
A632,F72,0.205745638811823
A632,FE,0.290393110449263
A632,H93,0.325958565747005
A632,H99,0.222925657314178
A632,I159,0.308489584169116
A632,I205,0.378969417021487
A632,Ill.Hy,0.31891664588394
A632,L317,0.253291105630186
